source_code_description,concept_name
" Other bursal cyst, multiple sites ",Synovial cyst
" Other bursal cyst, shoulder region clavicle, scapula, acromioclavicular joints, glenohumeral joints, sternoclavicular joints ",Synovial cyst
" Other bursal cyst, forearm radius, ulna, wrist joints ",Synovial cyst
" Other bursal cyst, pelvic region and thigh buttock, femur, pelvis, hip joint , sacroiliac joint ",Synovial cyst
" Other bursal cyst, lower leg fibula, tibia, knee joint ",Synovial cyst
" Other bursal cyst, ankle and foot metatarsus, tarsus, toes, ankle joint, other joints in foot ",Synovial cyst
Calcium deposit in bursa,Calcium deposit in bursa
" Calcium deposit in bursa, multiple sites ",Calcium deposit in bursa
" Calcium deposit in bursa, shoulder region clavicle, scapula, acromioclavicular joints, glenohumeral joints, sternoclavicular joints ",Calcium deposit in bursa
" Calcium deposit in bursa, upper arm humerus, elbow joints ",Calcium deposit in bursa
" Calcium deposit in bursa, forearm radius, ulna, wrist joints ",Calcium deposit in bursa
" Calcium deposit in bursa, hand carpus, fingers, metacarpus, joints between these bones ",Calcium deposit in bursa
" Calcium deposit in bursa, lower leg fibula, tibia, knee joint ",Calcium deposit in bursa
" Calcium deposit in bursa, other head, neck, ribs, skull, trunk, vertebral column ",Calcium deposit in bursa
" Calcium deposit in bursa, site unspecified ",Calcium deposit in bursa
Other bursitis NEC,Bursitis
" Other bursitis NEC, shoulder region clavicle, scapula, acromioclavicualr joints, glenohumeral joints, sternoclavicular joints ",Bursitis
" Other bursitis NEC, upper arm humerus, elbow joints ",Bursitis
" Other bursitis NEC, forearm radius, ulna, wrist joints ",Bursitis
" Other bursitis NEC, hand carpus, fingers, metacarpus, joints between these bones ",Bursitis
" Other bursitis NEC, lower leg fibula, tibia, knee joint ",Bursitis
" Other bursitis NEC, site unspecified ",Bursitis
" Other specified bursopathies, multiple sites ",Disorder of bursa
" Other specified bursopathies, shoulder region clavicle, scapula, acromioclavicular joints, glenohumeral joints, sternoclavicular joints ",Disorder of bursa
" Other specified bursopathies, forearm radius, ulna, wrist joints ",Disorder of bursa
" Other specified bursopathies, hand carpus, fingers, metacarpus, joints between these bones ",Disorder of bursa
" Other specified bursopathies, pelvic region and thigh buttock, femur, pelvis, hip joint , sacroiliac joint ",Disorder of bursa
" Other specified bursopathies, lower leg fibula, tibia, knee joint ",Disorder of bursa
" Other specified bursopathies, other head, neck, ribs, skull, trunk, vertebral column ",Disorder of bursa
" Other specified bursopathies, site unspecified ",Disorder of bursa
" Bursopathy, unspecified, multiple sites ",Disorder of bursa
" Bursopathy, unspecified, forearm radius, ulna, wrist joints ",Disorder of bursa
" Bursopathy, unspecified, hand carpus, fingers, metacarpus, joints between these bones ",Disorder of bursa
" Bursopathy, unspecified, pelvic region and thigh buttock, femur, pelvis, hip joint , sacroiliac joint ",Disorder of bursa
" Bursopathy, unspecified, lower leg fibula, tibia, knee joint ",Disorder of bursa
Fibroblastic disorders,Fibrosis of the skin
Palmar fascial fibromatosis Dupuytren ,Dupuytren s disease
" Palmar fascial fibromatosis dupuytren , site unspecified ",Dupuytren s disease
Knuckle pads,Knuckle pads
" Knuckle pads,site unspecified ",Knuckle pads
Plantar fascial fibromatosis,Plantar fascial fibromatosis
" Plantar fascial fibromatosis,site unspecified ",Plantar fascial fibromatosis
NODULAR FASCIITIS,Nodular fasciitis
" Nodular fasciitis, shoulder region ",Nodular fasciitis
" Fasciitis NOS, shoulder region clavicle, scapula, acromioclavicualr joints, glenohumeral joints, sternoclavicular joints ",Fibrosis of the skin
" Fibroblastic disorder, unspecified, upper arm humerus, elbow joints ",Fibrosis of the skin
" Fibroblastic disorder, unspecified, upper arm humerus, elbow joints ",Fibrosis of the skin
" Fibroblastic disorder, unspecified, forearm radius, wrist joints, ulna ",Fibrosis of the skin
" Fibroblastic disorder, unspecified, hand carpus, fingers, metacarpus, joints between these bones ",Fibrosis of the skin
" Fibroblastic disorder, unspecified, pelvic region and thigh buttock, femur, pelvis, hip joint , sacroiliac joint ",Fibrosis of the skin
" Fasciitis NOS, pelvic region and thigh buttock, femur, pelvis, hip joint , sacroiliac joint ",Fibrosis of the skin
" Fibroblastic disorder, unspecified, pelvic region and thigh buttock, femur, pelvis, hip joint , sacroiliac joint ",Fibrosis of the skin
" Fibroblastic disorder, unspecified, lower leg fibula, tibia, knee joint ",Fibrosis of the skin
" Fibroblastic disorder, unspecified, ankle and foot metatarsus, tarsus, toes, ankle joint, other joints in foot ",Fibrosis of the skin
" Fasciitis NOS, ankle and foot metatarsus, tarsus, toes, ankle joint, other joints in foot ",Fibrosis of the skin
" Fibroblastic disorder, unspecified, ankle and foot metatarsus, tarsus, toes, ankle joint, other joints in foot ",Fibrosis of the skin
" Fibroblastic disorder, unspecified, site unspecified ",Fibrosis of the skin
Soft tissue disorders in diseases classified elsewhere,Disorder of soft tissue
Gonococcal bursitis A54.4 ,Gonococcal bursitis
" Gonococcal bursitis, multiple sites A54.4 ",Gonococcal bursitis
" Gonococcal bursitis, lower leg fibula, tibia, knee joint A54.4 ",Gonococcal bursitis
Syphilitic bursitis A52.7 ,Syphilitic bursitis
" Syphilitic bursitis, multiple sites A52.7 ",Syphilitic bursitis
" Syphilitic bursitis, shoulder region clavicle, scapula, acromioclavicular joints, glenohumeral joints, sternoclavicular joints A52.7 ",Syphilitic bursitis
" Syphilitic bursitis, upper arm humerus, elbow joints A52.7 ",Syphilitic bursitis
" Syphilitic bursitis, forearm radius, ulna, wrist joints A52.7 ",Syphilitic bursitis
" Syphilitic bursitis, hand carpus, fingers, metacarpus, joints between these bones A52.7 ",Syphilitic bursitis
" Syphilitic bursitis, pelvic region and thigh buttock, femur, pelvis, hip joint , sacroiliac joint A52.7 ",Syphilitic bursitis
" Syphilitic bursitis, other head, neck, ribs, skull, trunk, vertebral column A52.7 ",Syphilitic bursitis
Other soft tissue disorders in diseases classified elsewhere,Disorder of soft tissue
" Other soft tissue disorders in diseases classified elsewhere, upper arm humerus, elbow joints ",Disorder of soft tissue
" Other soft tissue disorders in diseases classified elsewhere, forearm radius, ulna, wrist joints ",Disorder of soft tissue
" Other soft tissue disorders in diseases classified elsewhere, pelvic region and thigh buttock, femur, pelvis, hip joint , sacroiliac joint ",Disorder of soft tissue
" Other soft tissue disorders in diseases classified elsewhere, ankle and foot metatarsus, tarsus, toes, ankle joint, other joints in foot ",Disorder of soft tissue
Adhesive capsulitis of shoulder,Adhesive capsulitis of shoulder
Rotator cuff syndrome,Rotator cuff syndrome
Calcific tendinitis of shoulder,Calcific tendinitis of shoulder
" Ganglion, forearm radius, ulna, wrist joints ",Ganglion cyst
" Shoulder lesion, unspecified ",Soft tissue lesion of shoulder region
" Enthesopathies of lower limb, excluding foot ",Peripheral enthesopathy
Gluteal tendinitis,Gluteal tendinitis
" Gluteal tendinitis,multiple sites ",Gluteal tendinitis
Gluteal tendinitis,Gluteal tendinitis
" Ganglion, pelvic region and thigh buttock, femur, pelvis, hip joint, sacroiliac joint ",Ganglion cyst
" Iliac crest spur,site unspecified ",Iliac crest spur
" Psoas tendinitis,multiple sites ",Psoas tendinitis
" Psoas tendinitis, pelvic region and thigh buttock, femur, pelvis, hip joint , sacroiliac joint ",Psoas tendinitis
" Iliac crest spur,multiple sites ",Iliac crest spur
Iliac crest spur,Iliac crest spur
" Tibial collateral bursitis pellegrini-stieda ,site unspecified ",Tibial collateral ligament bursitis
Patellar tendinitis,Patellar tendonitis
" Patellar tendinitis,multiple sites ",Patellar tendonitis
" Iliotibial band syndrome, multiple sites ",Iliotibial band friction syndrome
" Iliotibial band syndrome, pelvic region and thigh buttock, femur, pelvis, hip joint , sacroiliac joint ",Iliotibial band friction syndrome
Achilles tendinitis,Achilles tendinitis
" Achilles tendinitis,multiple sites ",Achilles tendinitis
" Achilles tendinitis,lower leg fibula, tibia, knee joint ",Achilles tendinitis
Tibial collateral bursitis Pellegrini-Stieda ,Tibial collateral ligament bursitis
" Peroneal tendinitis,ankle and foot metatarsus, tarsus, toes, ankle joint, other joints in foot ",Peroneal tendinitis
" Tibial collateral bursitis pellegrini-stieda ,multiple sites ",Tibial collateral ligament bursitis
Tibial collateral bursitis Pellegrini-Stieda ,Tibial collateral ligament bursitis
" Other enthesopathies of lower limb, excluding foot ",Enthesopathy of lower limb
" Other enthesopathies of lower limb, excluding foot, multiple sites ",Enthesopathy of lower limb
" Other enthesopathies of pelvic region and thigh buttock, femur, pelvis, hip joint , sacroiliac joint , excluding foot ",Enthesopathy of lower limb
Medial epicondylitis,Medial epicondylitis
" Unspecified enthesopathies of lower limb, lower leg fibula, tibia, knee joint ",Enthesopathy of lower limb
" Unspecified enthesopathies of lower limb, ankle ",Enthesopathy of lower limb
" Unspecified enthesopathies of lower limb, site unspecified ",Enthesopathy of lower limb
" Medial epicondylitis,multiple sites ",Medial epicondylitis
" Lateral epicondylitis,forearm radius, ulna, wrist joints ",Lateral epicondylitis
" Periarthritis of wrist,site unspecified ",Lateral epicondylitis
" Periarthritis of wrist,multiple sites ",Periarthritis of wrist
Calcaneal spur,Calcaneal spur
Lateral epicondylitis,Lateral epicondylitis
" Calcaneal spur,multiple sites ",Calcaneal spur
" Lateral epicondylitis,multiple sites ",Lateral epicondylitis
Lateral epicondylitis,Lateral epicondylitis
Metatarsalgia,Metatarsalgia
" Other enthesopathy of foot,site unspecified ",Enthesopathy of lower leg and ankle region
" Metatarsalgia,multiple sites ",Metatarsalgia
" Other enthesopathies NEC, multiple sites ",Enthesopathy
" Other enthesopathies NEC, shoulder region clavicle, scapula, acromioclavicular joints, glenohemeral joints, sternoclavicular joints ",Enthesopathy
" Other enthesopathies NEC, site unspecified ",Enthesopathy
Unspecified enthesopathy,Enthesopathy
" Other enthesopathies NEC, upper arm humerus, elbow joints ",Enthesopathy
" Unspecified enthesopathy, shoulder region clavicle, scapula, acromioclavicular joints, glenohemeral joints, sternoclavicular joints ",Enthesopathy
" Unspecified enthesopathy, upper arm humerus, elbow joints ",Enthesopathy
" Unspecified enthesopathy, forearm radius, ulna, wrist joints ",Enthesopathy
" Other enthesopathies NEC, hand carpus, fingers, metacarpus, joints between these bones ",Enthesopathy
" Unspecified enthesopathy, pelvic region and thigh buttock, femur, pelvis, hip joint , sacroiliac joint ",Enthesopathy
" Other enthesopathies NEC, pelvic region and thigh buttock, femur, pelvis, hip joint , sacroiliac joint ",Enthesopathy
" Unspecified enthesopathy, ankle and foot metatarsus, tarsus, toes, ankle joint, other joints in foot ",Enthesopathy
" Other enthesopathies NEC, lower leg fibula, tibia, knee joint ",Enthesopathy
" Other soft tissue disorders, NEC ",Disorder of soft tissue
" Rheumatism, unspecified ",Rheumatism
" Rheumatism, unspecified, shoulder region clavicle, scapula, acromioclavicular joints, glenohemeral joints, sternoclavicular joints ",Rheumatism
" Rheumatism, unspecified, hand carpus, fingers, metacarpus, joints between these bones ",Rheumatism
" Myalgia, multiple sites ",Muscle pain
" Other myalgia, multiple sites ",Muscle pain
" Myalgia, shoulder region clavicle, scapula, acromioclavicular joints, glenohemeral joints, sternoclavicular joints ",Muscle pain
" Myofascial pain syndrome, shoulder region clavicle, scapula, acromioclavicular joints, glenohemeral joints, sternoclavicular joints ",Muscle pain
" Myalgia, forearm radius, ulna, wrist joints ",Muscle pain
" Myofascial pain syndrome, hand carpus, fingers, metacarpus, joints between these bones ",Muscle pain
" Myalgia, pelvic region and thigh buttock, femur, pelvis, hip joint , sacroiliac joint ",Muscle pain
" Myalgia, lower leg fibula, tibia, knee joint ",Muscle pain
" Myofascial pain syndrome, pelvic region and thigh buttock, femur, pelvis, hip joint , sacroiliac joint ",Muscle pain
" Myofascial pain syndrome, site unspecified ",Muscle pain
" Other myalgia, site unspecified ",Muscle pain
" Other myalgia, lower leg fibula, tibia, knee joint ",Muscle pain
" Neuralgia and neuritis, unspecified, upper arm humerus, elbow joints ",Disorder of nerve root and or plexus
" Neuralgia and neuritis, unspecified, hand carpus, fingers, metacarpus, joints between these bones ",Disorder of nerve root and or plexus
" Myofascial pain syndrome, ankle and foot metatarsus, tarsus, toes, ankle joint, other joints in foot ",Muscle pain
" Neuralgia and neuritis, unspecified, lower leg fibula, tibia, knee joint ",Disorder of nerve root and or plexus
" Neuralgia and neuritis, unspecified, ankle and foot metatarsus, tarsus, toes, ankle joint, other joints in foot ",Disorder of nerve root and or plexus
" Other myalgia, other head, neck, ribs, skull, trunk, vertebral column ",Muscle pain
" Panniculitis, unspecified, upper arm humerus, elbow joints ",Panniculitis
" Panniculitis, unspecified, pelvic region and thigh buttock, femur, pelvis, hip joint , sacroiliac joint ",Panniculitis
" Panniculitis, unspecified, lower leg fibula, tibia, knee joint ",Panniculitis
" Panniculitis, unspecified, other head, neck, ribs, skull, trunk, vertebral column ",Panniculitis
" Residual foreign body in soft tissue, forearm radius, ulna, wrist joints ",Residual foreign body in soft tissue
" Residual foreign body in soft tissue, hand carpus, fingers, metacarpus, joints between these bones ",Residual foreign body in soft tissue
Pain in limb,Pain in limb
" Pain in limb, multiple sites ",Pain in limb
" Residual foreign body in soft tissue, lower leg fibula, tibia, knee joint ",Residual foreign body in soft tissue
" Pain in limb, forearm radius, ulna, wrist joints ",Pain in limb
" Pain in limb, pelvic region and thigh buttock, femur, pelvis, hip joint , sacroiliac joint ",Pain in limb
" Pain in limb, ankle and foot metatarsus, tarsus, toes, ankle joint, other joints in foot ",Pain in limb
" Residual foreign body in soft tissue, other head, neck, ribs, skull, trunk, vertebral column ",Residual foreign body in soft tissue
" Residual foreign body in soft tissue, site unspecified ",Residual foreign body in soft tissue
Fibromyalgia,Fibromyositis
" Fibromyalgia, shoulder region clavicle, scapula, acromioclavicular joints, glenohemeral joints, sternoclavicular joints ",Fibromyositis
" Fibromyalgia, site unspecified ",Fibromyositis
" Other specified soft tissue disorders, multiple sites ",Disorder of soft tissue
" Other specified soft tissue disorders, ankle and foot metatarsus, tarsus, toes, ankle joint, other joints in foot ",Disorder of soft tissue
" Other specified soft tissue disorders, other head, neck, ribs, skull, trunk, vertebral column ",Disorder of soft tissue
" Other specified soft tissue disorders, site unspecified ",Disorder of soft tissue
" Soft tissue disorder, unspecified ",Disorder of soft tissue
" Soft tissue disorder, unspecified, multiple sites ",Disorder of soft tissue
" Soft tissue disorder, unspecified, shoulder region clavicle, scapula, acromioclavicular joints, glenohemeral joints, sternoclavicular joints ",Disorder of soft tissue
" Soft tissue disorder, unspecified, forearm radius, ulna, wrist joints ",Disorder of soft tissue
" Other specified soft tissue disorders, hand carpus, fingers, metacarpus, joints between these bones ",Disorder of soft tissue
" Soft tissue disorder, unspecified, lower leg fibula, tibia, knee joint ",Disorder of soft tissue
" Soft tissue disorder, unspecified, other head, neck, ribs, skull, trunk, vertebral column ",Disorder of soft tissue
" Soft tissue disorder, unspecified, site unspecified ",Disorder of soft tissue
" Postmenopausal osteoporosis with pathological fracture, upper arm humerus, elbow joints ",Postmenopausal osteoporosis with pathological fracture
" Postmenopausal osteoporosis with pathological fracture, multiple sites ",Postmenopausal osteoporosis with pathological fracture
Postoophorectomy osteoporosis with pathological fracture,Postoophorectomy osteoporosis with pathological fracture
" Postmenopausal osteoporosis with pathological fracture, forearm radius, ulna, wrist joints ",Postmenopausal osteoporosis with pathological fracture
" Postoophorectomy osteoporosis with pathological fracture, shoulder region clavicle, scapula, acromioclavicular joints, glenohemeral joints, sternoclavicular joints ",Postoophorectomy osteoporosis with pathological fracture
" Postoophorectomy osteoporosis with pathological fracture, upper arm humerus, elbow joints ",Postoophorectomy osteoporosis with pathological fracture
" Postmenopausal osteoporosis with pathological fracture, pelvic region and thigh buttock, femur, pelvis, hip joint , sacroiliac joint ",Postmenopausal osteoporosis with pathological fracture
" Postoophorectomy osteoporosis with pathological fracture, hand carpus, fingers, metacarpus, joints between these bones ",Postoophorectomy osteoporosis with pathological fracture
" Postoophorectomy osteoporosis with pathological fracture, site unspecified ",Postoophorectomy osteoporosis with pathological fracture
" Osteoporosis of disuse with pathological fracture, upper arm humerus, elbow joints ",Osteoporosis of disuse with pathological fracture
" Osteoporosis of disuse with pathological fracture, forearm radius, ulna, wrist joints ",Osteoporosis of disuse with pathological fracture
" Osteoporosis of disuse with pathological fracture, hand carpus, fingers, metacarpus, joints between these bones ",Osteoporosis of disuse with pathological fracture
" Osteoporosis of disuse with pathological fracture, pelvic region and thigh buttock, femur, pelvis, hip joint , sacroiliac joint ",Osteoporosis of disuse with pathological fracture
Postsurgical malabsorption osteoporosis with pathological fracture,Post-surgical malabsorption osteoporosis with pathological fracture
" Postsurgical malabsorption osteoporosis with pathological fracture, multiple sites ",Post-surgical malabsorption osteoporosis with pathological fracture
" Postsurgical malabsorption osteoporosis with pathological fracture, upper arm humerus, elbow joints ",Post-surgical malabsorption osteoporosis with pathological fracture
" Postsurgical malabsorption osteoporosis with pathological fracture, forearm radius, ulna, wrist joints ",Post-surgical malabsorption osteoporosis with pathological fracture
" Postsurgical malabsorption osteoporosis with pathological fracture, hand carpus, fingers, metacarpus, joints between these bones ",Post-surgical malabsorption osteoporosis with pathological fracture
" Postsurgical malabsorption osteoporosis with pathological fracture, pelvic region and thigh buttock, femur, pelvis, hip joint , sacroiliac joint ",Post-surgical malabsorption osteoporosis with pathological fracture
" Postsurgical malabsorption osteoporosis with pathological fracture, lower leg fibula, tibia, knee joint ",Post-surgical malabsorption osteoporosis with pathological fracture
" Postsurgical malabsorption osteoporosis with pathological fracture, site unspecified ",Post-surgical malabsorption osteoporosis with pathological fracture
Drug-induced osteoporosis with pathological fracture,Drug-induced osteoporosis with pathological fracture
" Drug-induced osteoporosis with pathological fracture, multiple sites ",Drug-induced osteoporosis with pathological fracture
" Drug-induced osteoporosis with pathological fracture, shoulder region clavicle, scapula, acromioclavicular joints, glenohemeral joints, sternoclavicular joints ",Drug-induced osteoporosis with pathological fracture
" Drug-induced osteoporosis with pathological fracture, hand carpus, fingers, metacarpus, joints between these bones ",Drug-induced osteoporosis with pathological fracture
" Drug-induced osteoporosis with pathological fracture, ankle and foot metatarsus, tarsus, toes, ankle joint, other joints in foot ",Drug-induced osteoporosis with pathological fracture
" Drug-induced osteoporosis with pathological fracture, other head, neck, ribs, skull, trunk, vertebral column ",Drug-induced osteoporosis with pathological fracture
Idiopathic osteoporosis with pathological fracture,Idiopathic osteoporosis with pathological fracture
" Idiopathic osteoporosis with pathological fracture, multiple sites ",Idiopathic osteoporosis with pathological fracture
" Idiopathic osteoporosis with pathological fracture, forearm radius, ulna, wrist joints ",Idiopathic osteoporosis with pathological fracture
" Idiopathic osteoporosis with pathological fracture, hand carpus, fingers, metacarpus, joints between these bones ",Idiopathic osteoporosis with pathological fracture
" Idiopathic osteoporosis with pathological fracture, ankle and foot metatarsus, tarsus, toes, ankle joint, other joints in foot ",Idiopathic osteoporosis with pathological fracture
" Other osteoporosis with pathological fracture, multiple sites ",Pathological fracture
" Other osteoporosis with pathological fracture, forearm radius, ulna, wrist joints ",Pathological fracture
" Other osteoporosis with pathological fracture, pelvic region and thigh buttock, femur, pelvis, hip joint , sacroiliac joint ",Pathological fracture
" Unspecified osteoporosis with pathological fracture, upper arm humerus, elbow joints ",Pathological fracture
" Unspecified osteoporosis with pathological fracture, forearm radius, ulna, wrist joints ",Pathological fracture
" Unspecified osteoporosis with pathological fracture, hand carpus, fingers, metacarpus, joints between these bones ",Pathological fracture
" Unspecified osteoporosis with pathological fracture, pelvic region and thigh buttock, femur, pelvis, hip joint , sacroiliac joint ",Pathological fracture
" Unspecified osteoporosis with pathological fracture, lower leg fibula, tibia, knee joint ",Pathological fracture
" Unspecified osteoporosis with pathological fracture, ankle and foot metatarsus, tarsus, toes, ankle joint, other joints in foot ",Pathological fracture
" Postmenopausal osteoporosis, multiple sites ",Postmenopausal osteoporosis
" Postmenopausal osteoporosis, other head, neck, ribs, skull, trunk, vertebral column ",Postmenopausal osteoporosis
" Postoophorectomy osteoporosis, multiple sites ",Postoophorectomy osteoporosis
" Postoophorectomy osteoporosis, shoulder region clavicle, scapula, acromioclavicular joints, glenohemeral joints, sternoclavicular joints ",Postoophorectomy osteoporosis
" Postoophorectomy osteoporosis, hand carpus, fingers, metacarpus, joints between these bones ",Postoophorectomy osteoporosis
" Postoophorectomy osteoporosis, other head, neck, ribs, skull, trunk, vertebral column ",Postoophorectomy osteoporosis
" Osteoporosis in other diseases classified elsewhere, other head, neck, ribs, skull, trunk, vertebral column ",Secondary generalized osteoporosis
" Puerperal osteomalacia, multiple sites ",Puerperal osteomalacia
" Puerperal osteomalacia, forearm radius, ulna, wrist joints ",Puerperal osteomalacia
" Puerperal osteomalacia, hand carpus, fingers, metacarpus, joints between these bones ",Puerperal osteomalacia
" Puerperal osteomalacia, pelvic region and thigh buttock, femur, pelvis, hip joint , sacroiliac joint ",Puerperal osteomalacia
" Puerperal osteomalacia, other head, neck, ribs, skull, trunk, vertebral column ",Puerperal osteomalacia
" Puerperal osteomalacia, site unspecified ",Puerperal osteomalacia
" Senile osteomalacia, forearm radius, ulna, wrist joints ",Senile osteomalacia
" Senile osteomalacia, hand carpus, fingers, metacarpus, joints between these bones ",Senile osteomalacia
" Senile osteomalacia, lower leg fibula, tibia, knee joint ",Senile osteomalacia
" Senile osteomalacia, ankle and foot metatarsus, tarsus, toes, ankle joint, other joints in foot ",Senile osteomalacia
Adult osteomalacia due to malabsorption,Adult osteomalacia due to malabsorption
" Adult osteomalacia due to malabsorption, multiple sites ",Adult osteomalacia due to malabsorption
" Adult osteomalacia due to malabsorption, shoulder region clavicle, scapula, acromioclavicular joints, glenohemeral joints, sternoclavicular joints ",Adult osteomalacia due to malabsorption
" Adult osteomalacia due to malabsorption, upper arm humerus, elbow joints ",Adult osteomalacia due to malabsorption
" Adult osteomalacia due to malabsorption, hand carpus, fingers, metacarpus, joints between these bones ",Adult osteomalacia due to malabsorption
" Adult osteomalacia due to malabsorption, pelvic region and thigh buttock, femur, pelvis, hip joint , sacroiliac joint ",Adult osteomalacia due to malabsorption
" Adult osteomalacia due to malabsorption, ankle and foot metatarsus, tarsus, toes, ankle joint, other joints in foot ",Adult osteomalacia due to malabsorption
" Adult osteomalacia due to malabsorption, site unspecified ",Adult osteomalacia due to malabsorption
Adult osteomalacia due to malnutrition,Adult osteomalacia due to malnutrition
" Nodular fasciitis, forearm ",Nodular fasciitis
" Nodular fasciitis, hand ",Nodular fasciitis
" Osteoporosis of disuse, multiple sites ",Disuse osteoporosis
" Osteoporosis of disuse, lower leg fibula, tibia, knee joint ",Disuse osteoporosis
" Osteoporosis of disuse, other head, neck, ribs, skull, trunk, vertebral column ",Disuse osteoporosis
" Osteoporosis of disuse, site unspecified ",Disuse osteoporosis
Postsurgical malabsorption osteoporosis,Post-surgical malabsorption osteoporosis
" Postsurgical malabsorption osteoporosis, upper arm humerus, elbow joints ",Post-surgical malabsorption osteoporosis
" Postsurgical malabsorption osteoporosis, forearm radius, ulna, wrist joints ",Post-surgical malabsorption osteoporosis
" Postsurgical malabsorption osteoporosis, hand carpus, fingers, metacarpus, joints between these bones ",Post-surgical malabsorption osteoporosis
" Postsurgical malabsorption osteoporosis, other head, neck, ribs, skull, trunk, vertebral column ",Post-surgical malabsorption osteoporosis
" Postsurgical malabsorption osteoporosis, site unspecified ",Post-surgical malabsorption osteoporosis
" Drug-induced osteoporosis, multiple sites ",Drug-induced osteoporosis
" Drug-induced osteoporosis, shoulder region clavicle, scapula, acromioclavicular joints, glenohemeral joints, sternoclavicular joints ",Drug-induced osteoporosis
" Drug-induced osteoporosis, upper arm humerus, elbow joints ",Drug-induced osteoporosis
" Drug-induced osteoporosis, hand carpus, fingers, metacarpus, joints between these bones ",Drug-induced osteoporosis
" Drug-induced osteoporosis, lower leg fibula, tibia, knee joint ",Drug-induced osteoporosis
Idiopathic osteoporosis,Idiopathic osteoporosis
" Idiopathic osteoporosis, multiple sites ",Idiopathic osteoporosis
" Idiopathic osteoporosis, upper arm humerus, elbow joints ",Idiopathic osteoporosis
" Idiopathic osteoporosis, pelvic region and thigh buttock, femur, pelvis, hip joint , sacroiliac joint ",Idiopathic osteoporosis
" Idiopathic osteoporosis, lower leg fibula, tibia, knee joint ",Idiopathic osteoporosis
" Idiopathic osteoporosis, ankle and foot metatarsus, tarsus, toes, ankle joint, other joints in foot ",Idiopathic osteoporosis
" Idiopathic osteoporosis, other head, neck, ribs, skull, trunk, vertebral column ",Idiopathic osteoporosis
" Idiopathic osteoporosis, site unspecified ",Idiopathic osteoporosis
" Localized osteoporosis Lequesne , multiple sites ",Localized osteoporosis - Lequesne
" Localized osteoporosis Lequesne , shoulder region clavicle, scapula, acromioclavicular joints, glenohemeral joints, sternoclavicular joints ",Localized osteoporosis - Lequesne
" Localized osteoporosis Lequesne , upper arm humerus, elbow joints ",Localized osteoporosis - Lequesne
" Localized osteoporosis Lequesne , forearm radius, ulna, wrist joints ",Localized osteoporosis - Lequesne
" Localized osteoporosis Lequesne , hand carpus, fingers, metacarpus, joints between these bones ",Localized osteoporosis - Lequesne
" Localized osteoporosis Lequesne , pelvic region and thigh buttock, femur, pelvis, hip joint , sacroiliac joint ",Localized osteoporosis - Lequesne
Other osteoporosis,Osteoporosis
" Other osteoporosis, multiple sites ",Osteoporosis
" Other osteoporosis, shoulder region clavicle, scapula, acromioclavicular joints, glenohemeral joints, sternoclavicular joints ",Osteoporosis
" Other osteoporosis, upper arm humerus, elbow joints ",Osteoporosis
" Other osteoporosis, ankle and foot metatarsus, tarsus, toes, ankle joint, other joints in foot ",Osteoporosis
" Osteoporosis, unspecified ",Osteoporosis
" Osteoporosis, unspecified, shoulder region clavicle, scapula, acromioclavicular joints, glenohemeral joints, sternoclavicular joints ",Osteoporosis
" Osteoporosis, unspecified, forearm radius, ulna, wrist joints ",Osteoporosis
" Osteoporosis, unspecified, pelvic region and thigh buttock, femur, pelvis, hip joint , sacroiliac joint ",Osteoporosis
" Osteoporosis, unspecified, lower leg fibula, tibia, knee joint ",Osteoporosis
" Osteoporosis, unspecified, site unspecified ",Osteoporosis
" Osteoporosis in endocrine disorders, shoulder region clavicle, scapula, acromioclavicular joints, glenohemeral joints, sternoclavicular joints E00-E34 ",Osteoporosis in endocrine disorders
" Osteoporosis in endocrine disorders, forearm radius, ulna, wrist joints E00-E34 ",Osteoporosis in endocrine disorders
" Osteoporosis in endocrine disorders, lower leg fibula, tibia, knee joint E00-E34 ",Osteoporosis in endocrine disorders
" Osteoporosis in endocrine disorders, ankle and foot metatarsus, tarsus, toes, ankle joint, other joints in foot E00-E34 ",Osteoporosis in endocrine disorders
" Osteoporosis in endocrine disorders, site unspecified E00-E34 ",Osteoporosis in endocrine disorders
" Adult osteomalacia due to malnutrition, upper arm humerus, elbow joints ",Adult osteomalacia due to malnutrition
" Adult osteomalacia due to malnutrition, pelvic region and thigh buttock, femur, pelvis, hip joint , sacroiliac joint ",Adult osteomalacia due to malnutrition
" Adult osteomalacia due to malnutrition, other head, neck, ribs, skull, trunk, vertebral column ",Adult osteomalacia due to malnutrition
" Adult osteomalacia due to malnutrition, site unspecified ",Adult osteomalacia due to malnutrition
Aluminium bone disease,Aluminum bone disease
" Aluminium bone disease, multiple sites ",Aluminum bone disease
" Aluminium bone disease, shoulder region clavicle, scapula, acromioclavicular joints, glenohemeral joints, sternoclavicular joints ",Aluminum bone disease
" Aluminium bone disease, forearm radius, ulna, wrist joints ",Aluminum bone disease
" Aluminium bone disease, pelvic region and thigh buttock, femur, pelvis, hip joint , sacroiliac joint ",Aluminum bone disease
" Aluminium bone disease, ankle and foot metatarsus, tarsus, toes, ankle joint, other joints in foot ",Aluminum bone disease
" Aluminium bone disease, site unspecified ",Aluminum bone disease
Other drug-induced osteomalacia in adults,Osteomalacia secondary to drug
